product_id,product_name,product_url
878,Que thử rụng trứng Safefit Test dùng để xác định ngày rụng trứng (7 que),https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/que-thu-rung-trung-safefit-test-hop-7-cai.html
879,Bút thử thai nhanh Safefit cho kết quả nhanh với độ chính xác cao,https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/but-thu-thai-nhanh-safefit.html
880,"Dung dịch vệ sinh mũi Fujisat i-on 70ml giảm đau, nhức, sưng đỏ ",https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/dung-dich-xit-mui-nano-bac-ion-fujisalt-70-ml.html
881,"Dung dịch nước muối ưu trương Fysoline 5ml giảm ngạt mũi, khô mũi (20 ống)",https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/fysoline-hypertonique-solution-muoi-uu-truong-giam-ngat-mui-kho-mui-20-ong-x-5-ml.html
882,"Marial Gel chống trào ngược dạ dày thực quản, bảo vệ, tái tạo và phục hồi niêm mạc họng (20 gói x 15ml)",https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/marial-gel-chong-trao-nguoc-da-day-thuc-quan-o-chua-kho-tieu-bao-ve-va-tai-tao-phuc-hoi-niem-mac-hong-20-goi-x-15-ml.html
883,Kim Lancet lấy máu BL-28 (100 cái),https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/kim-lay-mau-lancet-carefine-bl-28-g-100-cai.html
884,Que thử thai nhanh Safefit Test (Hộp 1 que x 1 cốc nhựa),https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/que-thu-thai-safefit-pregnancy-test-kit.html
885,"Xịt họng Otosan Spray Forte hỗ trợ điều trị viêm họng cấp, viêm hô hấp, giảm đau rát họng (30ml)",https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/xit-hong-otosan-forte-dieu-tri-viem-hong-cap-tinh-viem-ho-hap-giam-dau-rat-hong-30-ml.html
886,"Gel điều trị sẹo phì đại, sẹo lồi và mờ thâm Urgo Scarform 7g",https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/urgo-scarform-gel-dieu-tri-seo-phi-dai-seo-loi-and-mo-tham-7-g.html
887,Que thử đường huyết Nipro Premier (25 que),https://nhathuoclongchau.com.vn/trang-thiet-bi-y-te/que-do-duong-huyet-nipro-premier-hop-25-que.html
