product_id,product_name,product_url
5000,"Thuốc Exopadin 60mg Trường Thọ điều trị viêm mũi dị ứng, mày đay (3 vỉ x 10 viên) ",https://nhathuoclongchau.com.vn/thuoc/exopadin-60-mg-truong-tho-3-x10.html
5001,Thuốc Cetirizin 10mg Trường Thọ trị ngứa ngoài da do dị ứng (10 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/cetirizin-10mg-truong-tho-10x10-33669.html
5002,"Thuốc Allerphast 180mg Mebiphar điều trị viêm mũi dị ứng theo mùa, mày đay mạn tính vô căn (1 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/allerphast-180mg-4805.html
5003,"Thuốc Fefasdin 60 Khapharco điều trị viêm mũi dị ứng, mày đay mạn tính vô căn (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/fefasdin-60-khapharco-10x10-28831.html
5004,"Thuốc Vomina Plus 50mg Medipharco phòng và điều trị triệu chứng buồn nôn, chóng mặt khi say tàu xe (25 vỉ x 4 viên)",https://nhathuoclongchau.com.vn/thuoc/vomina-plus-dimenhydrinate-50mg-medipharco-25x4-34965.html
5005,"Thuốc Fexophar 120mg TV.Pharm điều trị triệu chứng viêm mũi dị ứng, sổ mũi, hắt hơi, dị ứng da (5 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/fexophar-120-mg-tv-pharm-5-x10.html
5006,"Thuốc Fexophar 60mg TV. Pharm điều trị triệu chứng viêm mũi dị ứng, dị ứng da, nổi mày đay (5 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/fexophar-60-mg-tv-pharm-5-x10.html
5007,"Thuốc chống dị ứng Telfast HD 180mg Sanofi giảm triệu chứng viêm mũi dị ứng, mày đay vô căn mạn tính (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/telfast-180-mg-sanofi-3-x10.html
5008,Viên nén bao phim Telfast BD 60mg Sanofi giảm hiệu quả triệu chứng dị ứng (3 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/telfast-bd-60mg-sanofi-3x10-36361.html
5009,"Thuốc Cetirizin 10mg Vidipha điều trị triệu chứng viêm mũi dị ứng, mày đay (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/cetirizin-10mg-10x10-vidiphar-14526.html
5010,"Dung dịch uống A.T Desloratadin 2.5mg An Thiên giảm viêm mũi dị ứng, nổi mày đay mạn tính (30 ống x 5ml)",https://nhathuoclongchau.com.vn/thuoc/at-desloratadin-30-ong-x-5ml-14956.html
5011,"Thuốc Telfast Kids 30mg Sanofi điều trị viêm mũi dị ứng, mày đay cho trẻ em (1 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/telfast-kids-sanofi-30mg-1x10-21728.html
5012,Thuốc Stugeron Janssen điều trị rối loạn tuần hoàn não (25 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/stugeron-25mg-2155.html
5013,"Viên nén Lorastad D 5mg Stella giảm viêm mũi dị ứng, mày đay (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/lorastad-d-stella-3x10-3182.html
5014,"Thuốc Clorpheniramin 4 DHG điều trị viêm mũi dị ứng, chảy nước mũi (10 vỉ x 20 viên)",https://nhathuoclongchau.com.vn/thuoc/clorpheniramin-4-200v-4228.html
5015,"Thuốc Cetirizine Stella 10mg giảm viêm mũi dị ứng, mày đay (5 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/cetirizine-stada-10-mg-4282.html
5016,Thuốc Telfor 60 DHG điều trị các triệu chứng viêm mũi dị ứng (2 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/telfor-60-2x10-15180.html
5017,Thuốc Telfor 120 DHG điều trị các triệu chứng viêm mũi dị ứng (2 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/telfor-120mg-dhg-2x10-22091.html
5018,"Viên nang mềm Loreze 10mg MEGA We care điều trị viêm mũi dị ứng, mày đay (5 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/loreze-10mg-mega-5x10-28052.html
5019,"Thuốc Fexofenadin 120-HV USP điều trị viêm mũi dị ứng theo mùa, mày đay mạn tính vô căn (10 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/fexofenadin-120-1470.html
5020,"Thuốc Vezyx 5mg Davipharm điều trị viêm mũi dị ứng, mày đay (2 vỉ x 14 viên)",https://nhathuoclongchau.com.vn/thuoc/vezyx-1798.html
5021,"Thuốc Telfast HD 180mg Sanofi điều trị viêm mũi dị ứng, mày đay (1 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/telfast-180mg-2051.html
5022,Viên nén Nautamine Sanofi phòng ngừa và điều trị say tàu xe (20 vỉ x 4 viên),https://nhathuoclongchau.com.vn/thuoc/nautamine-2912.html
5023,"Viên nén Lorastad 10mg Stella điều trị viêm mũi dị ứng, hắt hơi, sổ mũi, viêm kết mạc dị ứng (10 vỉ x 10 viên) ",https://nhathuoclongchau.com.vn/thuoc/lorastad-10mg-3181.html
5024,"Thuốc Fexostad 180 Stella điều trị viêm mũi dị ứng theo mùa, mày đay vô căn mạn tính (10 viên)",https://nhathuoclongchau.com.vn/thuoc/fexostad-180-3754.html
5025,Viên nén Lorastad 10 Tab Stella giảm viêm mũi và mày đay mạn tính (2 vỉ x 10 viên),https://nhathuoclongchau.com.vn/thuoc/lorastad-10mg-stada-2x10-20567.html
5026,"Siro Rutantop Mebiphar điều trị triệu chứng viêm mũi dị ứng, mày đay (70ml)",https://nhathuoclongchau.com.vn/thuoc/rutantop-70ml-31704.html
5027,Thuốc Xonatrix Forte 180mg DaviPharm điều trị triệu chứng viêm mũi dị ứng theo mùa (10 vỉ x 10 viên) ,https://nhathuoclongchau.com.vn/thuoc/xonatrix-forte-1719.html
5028,"Thuốc Telfast BD 60mg Sanofi điều trị viêm mũi dị ứng, mày đay (1 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/telfast-60mg-2050.html
5029,"Thuốc Devomir S.P.M ohòng ngừa say sóng, say tàu xe, máy bay (3 vỉ x 10 viên)",https://nhathuoclongchau.com.vn/thuoc/devomir-25mg-4031.html
